name,id,waterbody,month,year,Lat,Long,type,turbidity,SAL,WT
GS Gellenstrom Hiddensee w.,103070503,Prerowbucht,3,2010,54.51167,13.050002,Coast,2.3,8.0875,4.01722222222222
GB2 I.Vilm s.,105010285,Greifswalder Bodden,3,2010,54.26667,13.516671,Coast,1.375,6.37,3.06409090909091
GB3 Daenische Wiek n.,105010306,Daenische Wiek,3,2010,54.15,13.483331,Coast,1.08,6.43,3.28931818181818
GB7 Struck,105010701,Greifswalder Bodden,3,2010,54.20667,13.653331,Coast,1.22,6.25,3.25431818181818
GB19 Zentralbereich,105011907,Greifswalder Bodden,3,2010,54.20667,13.566671,Coast,1.30833333333333,6.44583333333333,3.03519230769231
S66 Stralsund,109016609,Andershofer Bucht,3,2010,54.28667,13.131671,Coast,0.9,6.68333333333333,3.63954545454545
GB10 Ruden s.,111021001,Greifswalder Bodden,3,2010,54.18833,13.775001,Coast,1.02,5.59166666666667,3.415
AW1 Trockenort,111030108,Achterwasser,3,2010,54.01667,13.958331,Coast,0.683333333333333,1.3,7.6
P20 Peenemuende s.,111032085,Peenestrom,3,2010,54.121,13.773,Coast,0.7,3.95,6.15
P42 Wolgast s.,111034208,Peenestrom,3,2010,54.023358,13.760763,Coast,0.64375,1.35,7.9
P48 Lassan,111034806,Peenestrom,3,2010,53.96667,13.891671,Coast,0.635714285714286,1.1,7.8
O133 suedl. Greifsw. Oie,111071308,Pommersche Bucht,3,2010,54.20333,13.905002,Coast,1.96666666666667,6.65,0.105
RB2 Vitte oe.,112190202,Vitter Bodden,3,2010,54.57,13.131672,Coast,1.525,7.3,6.2
RB3 Bugspitze s.,112190309,Rassower Strom,3,2010,54.55333,13.178332,Coast,1.4,7.73333333333333,4.50944444444444
RB6 Wittower Faehre oe.,112280603,Breetzer Bodden,3,2010,54.56333,13.293332,Coast,1.2,7.63333333333333,4.79888888888889
RB9 Glowe sw.,112390909,Gr. Jasmunder Bodden,3,2010,54.54333,13.426672,Coast,0.966666666666667,7.48333333333333,4.18833333333333
RB10 Lietzow n.,112391004,Gr. Jasmunder Bodden,3,2010,54.50667,13.490002,Coast,1,7.46666666666667,4.13333333333333
RB15 Buschvitz oe.,112391500,Kl. Jasmunder Bodden,3,2010,54.43167,13.491672,Coast,0.45,5.1,4.3
RB1 Schaprode w.,112400185,Schaproder Bodden,3,2010,54.515,13.125002,Coast,1.74285714285714,7.2,6.4
DB1 Pramort,103050101,Barther Fahrwasser,4,2010,54.42,12.926671,Coast,0.76875,8,9.8
DB2 Sundische Wiese,103050208,Grabow,4,2010,54.39167,12.838331,Coast,0.535714285714286,5.6,10.6
DB6 Barth oe.,103050603,Barther Bodden,4,2010,54.395001,12.750001,Coast,0.475,5.1,10.7
DB10 Bodstedt n.,103051008,Bodstedter Bodden,4,2010,54.395001,12.623331,Coast,0.291666666666667,3.65,9.95
DB16 Saal nw.,103051606,Saaler Bodden,4,2010,54.335001,12.448331,Coast,0.2,3.3,10
KB90 Fahrwasser I.Libitz w.,103059085,Kubitzer Bodden,4,2010,54.40167,13.105001,Coast,1.05125,7,6.1
GS Gellenstrom Hiddensee w.,103070503,Prerowbucht,4,2010,54.51167,13.050002,Coast,2.3,8.7,2.025
GB2 I.Vilm s.,105010285,Greifswalder Bodden,4,2010,54.26667,13.516671,Coast,1.375,6.37,6.49576923076923
GB3 Daenische Wiek n.,105010306,Daenische Wiek,4,2010,54.15,13.483331,Coast,1.08,6.43,6.99708333333333
GB7 Struck,105010701,Greifswalder Bodden,4,2010,54.20667,13.653331,Coast,1.22,6.25,6.74615384615385
GB19 Zentralbereich,105011907,Greifswalder Bodden,4,2010,54.20667,13.566671,Coast,1.30833333333333,6.6,7.005
S66 Stralsund,109016609,Andershofer Bucht,4,2010,54.28667,13.131671,Coast,0.9,6.6,8.67
GB10 Ruden s.,111021001,Greifswalder Bodden,4,2010,54.18833,13.775001,Coast,1.02,6.3,7.575
AW1 Trockenort,111030108,Achterwasser,4,2010,54.01667,13.958331,Coast,0.683333333333333,1.3,13.1
P20 Peenemuende s.,111032085,Peenestrom,4,2010,54.121,13.773,Coast,0.7,1,13
P42 Wolgast s.,111034208,Peenestrom,4,2010,54.023358,13.760763,Coast,0.64375,1,13.45
P48 Lassan,111034806,Peenestrom,4,2010,53.96667,13.891671,Coast,0.635714285714286,1,13.4
O133 suedl. Greifsw. Oie,111071308,Pommersche Bucht,4,2010,54.20333,13.905002,Coast,1.96666666666667,6.35,6.995
RB2 Vitte oe.,112190202,Vitter Bodden,4,2010,54.57,13.131672,Coast,1.525,8.075,9.88125
RB3 Bugspitze s.,112190309,Rassower Strom,4,2010,54.55333,13.178332,Coast,1.4,7.3,6.465
RB6 Wittower Faehre oe.,112280603,Breetzer Bodden,4,2010,54.56333,13.293332,Coast,1.2,7.2,6.67
RB9 Glowe sw.,112390909,Gr. Jasmunder Bodden,4,2010,54.54333,13.426672,Coast,0.966666666666667,7.5,5.75
RB10 Lietzow n.,112391004,Gr. Jasmunder Bodden,4,2010,54.50667,13.490002,Coast,1,7.5,5.695
RB15 Buschvitz oe.,112391500,Kl. Jasmunder Bodden,4,2010,54.43167,13.491672,Coast,0.45,5,10.9
RB1 Schaprode w.,112400185,Schaproder Bodden,4,2010,54.515,13.125002,Coast,1.74285714285714,8.0125,9.76875
DB1 Pramort,103050101,Barther Fahrwasser,5,2010,54.42,12.926671,Coast,0.76875,6.8,12.3
DB2 Sundische Wiese,103050208,Grabow,5,2010,54.39167,12.838331,Coast,0.535714285714286,5.6,12.7
DB6 Barth oe.,103050603,Barther Bodden,5,2010,54.395001,12.750001,Coast,0.475,4.1,12.3
DB10 Bodstedt n.,103051008,Bodstedter Bodden,5,2010,54.395001,12.623331,Coast,0.291666666666667,3.8,9.6
DB16 Saal nw.,103051606,Saaler Bodden,5,2010,54.335001,12.448331,Coast,0.2,3.2,9.6
KB90 Fahrwasser I.Libitz w.,103059085,Kubitzer Bodden,5,2010,54.40167,13.105001,Coast,1.05125,7.6,13.4801111111111
GS Gellenstrom Hiddensee w.,103070503,Prerowbucht,5,2010,54.51167,13.050002,Coast,2.3,8.0875,10.3557142857143
GB2 I.Vilm s.,105010285,Greifswalder Bodden,5,2010,54.26667,13.516671,Coast,1.375,6.5,9.85
GB3 Daenische Wiek n.,105010306,Daenische Wiek,5,2010,54.15,13.483331,Coast,1.08,6.6,11.015
GB7 Struck,105010701,Greifswalder Bodden,5,2010,54.20667,13.653331,Coast,1.22,6.6,9.945
GB19 Zentralbereich,105011907,Greifswalder Bodden,5,2010,54.20667,13.566671,Coast,1.30833333333333,6.6,9.78
S66 Stralsund,109016609,Andershofer Bucht,5,2010,54.28667,13.131671,Coast,0.9,7,11.67
GB10 Ruden s.,111021001,Greifswalder Bodden,5,2010,54.18833,13.775001,Coast,1.02,5.85,9.365
AW1 Trockenort,111030108,Achterwasser,5,2010,54.01667,13.958331,Coast,0.683333333333333,1.2,13.3
P20 Peenemuende s.,111032085,Peenestrom,5,2010,54.121,13.773,Coast,0.7,4.55,13.25
P42 Wolgast s.,111034208,Peenestrom,5,2010,54.023358,13.760763,Coast,0.64375,4.1,13.05
P48 Lassan,111034806,Peenestrom,5,2010,53.96667,13.891671,Coast,0.635714285714286,1,13.7
O133 suedl. Greifsw. Oie,111071308,Pommersche Bucht,5,2010,54.20333,13.905002,Coast,1.96666666666667,6.7,8.25
RB2 Vitte oe.,112190202,Vitter Bodden,5,2010,54.57,13.131672,Coast,1.525,8.3,12.5
RB3 Bugspitze s.,112190309,Rassower Strom,5,2010,54.55333,13.178332,Coast,1.4,7.73333333333333,13.2153333333333
RB6 Wittower Faehre oe.,112280603,Breetzer Bodden,5,2010,54.56333,13.293332,Coast,1.2,7.63333333333333,14.474
RB9 Glowe sw.,112390909,Gr. Jasmunder Bodden,5,2010,54.54333,13.426672,Coast,0.966666666666667,7.48333333333333,13.992
RB10 Lietzow n.,112391004,Gr. Jasmunder Bodden,5,2010,54.50667,13.490002,Coast,1,7.46666666666667,13.5864285714286
RB15 Buschvitz oe.,112391500,Kl. Jasmunder Bodden,5,2010,54.43167,13.491672,Coast,0.45,3.8,9.3
RB1 Schaprode w.,112400185,Schaproder Bodden,5,2010,54.515,13.125002,Coast,1.74285714285714,8,13.7
DB1 Pramort,103050101,Barther Fahrwasser,6,2010,54.42,12.926671,Coast,0.76875,7.2,19.6
DB2 Sundische Wiese,103050208,Grabow,6,2010,54.39167,12.838331,Coast,0.535714285714286,6.5,19
DB6 Barth oe.,103050603,Barther Bodden,6,2010,54.395001,12.750001,Coast,0.475,5.6,19.2
DB10 Bodstedt n.,103051008,Bodstedter Bodden,6,2010,54.395001,12.623331,Coast,0.291666666666667,4.2,17.6
DB16 Saal nw.,103051606,Saaler Bodden,6,2010,54.335001,12.448331,Coast,0.2,3.2,17.6
KB90 Fahrwasser I.Libitz w.,103059085,Kubitzer Bodden,6,2010,54.40167,13.105001,Coast,1.05125,6.65,13.25
GS Gellenstrom Hiddensee w.,103070503,Prerowbucht,6,2010,54.51167,13.050002,Coast,2.3,7.75,13.86
GB2 I.Vilm s.,105010285,Greifswalder Bodden,6,2010,54.26667,13.516671,Coast,1.375,6.55,13.585
GB3 Daenische Wiek n.,105010306,Daenische Wiek,6,2010,54.15,13.483331,Coast,1.08,6.6,13.8
GB7 Struck,105010701,Greifswalder Bodden,6,2010,54.20667,13.653331,Coast,1.22,6.3,14.16
GB19 Zentralbereich,105011907,Greifswalder Bodden,6,2010,54.20667,13.566671,Coast,1.30833333333333,6.35,13.665
S66 Stralsund,109016609,Andershofer Bucht,6,2010,54.28667,13.131671,Coast,0.9,7.1,15.93
GB10 Ruden s.,111021001,Greifswalder Bodden,6,2010,54.18833,13.775001,Coast,1.02,4.65,14.04
AW1 Trockenort,111030108,Achterwasser,6,2010,54.01667,13.958331,Coast,0.683333333333333,1,19.1
P20 Peenemuende s.,111032085,Peenestrom,6,2010,54.121,13.773,Coast,0.7,0.8,19.35
P42 Wolgast s.,111034208,Peenestrom,6,2010,54.023358,13.760763,Coast,0.64375,0.7,19.35
P48 Lassan,111034806,Peenestrom,6,2010,53.96667,13.891671,Coast,0.635714285714286,0.7,20.7
O133 suedl. Greifsw. Oie,111071308,Pommersche Bucht,6,2010,54.20333,13.905002,Coast,1.96666666666667,6.35,12.01
RB2 Vitte oe.,112190202,Vitter Bodden,6,2010,54.57,13.131672,Coast,1.525,8.1,21.9
RB3 Bugspitze s.,112190309,Rassower Strom,6,2010,54.55333,13.178332,Coast,1.4,7.8,20.795
RB6 Wittower Faehre oe.,112280603,Breetzer Bodden,6,2010,54.56333,13.293332,Coast,1.2,7.7,20.87
RB9 Glowe sw.,112390909,Gr. Jasmunder Bodden,6,2010,54.54333,13.426672,Coast,0.966666666666667,7.15,20.385
RB10 Lietzow n.,112391004,Gr. Jasmunder Bodden,6,2010,54.50667,13.490002,Coast,1,7.1,19.97
RB15 Buschvitz oe.,112391500,Kl. Jasmunder Bodden,6,2010,54.43167,13.491672,Coast,0.45,5,16.7
RB1 Schaprode w.,112400185,Schaproder Bodden,6,2010,54.515,13.125002,Coast,1.74285714285714,8.2,21.5
DB1 Pramort,103050101,Barther Fahrwasser,7,2010,54.42,12.926671,Coast,0.76875,8.1,23.9
DB2 Sundische Wiese,103050208,Grabow,7,2010,54.39167,12.838331,Coast,0.535714285714286,7.1,24.2
DB6 Barth oe.,103050603,Barther Bodden,7,2010,54.395001,12.750001,Coast,0.475,6.3,24.2
DB10 Bodstedt n.,103051008,Bodstedter Bodden,7,2010,54.395001,12.623331,Coast,0.291666666666667,5,23.25
DB16 Saal nw.,103051606,Saaler Bodden,7,2010,54.335001,12.448331,Coast,0.2,3.4,24
KB90 Fahrwasser I.Libitz w.,103059085,Kubitzer Bodden,7,2010,54.40167,13.105001,Coast,1.05125,7.3,24.765
GS Gellenstrom Hiddensee w.,103070503,Prerowbucht,7,2010,54.51167,13.050002,Coast,2.3,8.0875,16.9445454545455
GB2 I.Vilm s.,105010285,Greifswalder Bodden,7,2010,54.26667,13.516671,Coast,1.375,6.37,19.8216666666667
GB3 Daenische Wiek n.,105010306,Daenische Wiek,7,2010,54.15,13.483331,Coast,1.08,6.43,20.0069230769231
GB7 Struck,105010701,Greifswalder Bodden,7,2010,54.20667,13.653331,Coast,1.22,6.25,19.6788461538462
GB19 Zentralbereich,105011907,Greifswalder Bodden,7,2010,54.20667,13.566671,Coast,1.30833333333333,6.44583333333333,19.8142307692308
S66 Stralsund,109016609,Andershofer Bucht,7,2010,54.28667,13.131671,Coast,0.9,6.68333333333333,20.4728571428571
GB10 Ruden s.,111021001,Greifswalder Bodden,7,2010,54.18833,13.775001,Coast,1.02,5.59166666666667,19.8117857142857
AW1 Trockenort,111030108,Achterwasser,7,2010,54.01667,13.958331,Coast,0.683333333333333,0.9,22.8
P20 Peenemuende s.,111032085,Peenestrom,7,2010,54.121,13.773,Coast,0.7,3.45,21.6
P42 Wolgast s.,111034208,Peenestrom,7,2010,54.023358,13.760763,Coast,0.64375,1.45,22.3
P48 Lassan,111034806,Peenestrom,7,2010,53.96667,13.891671,Coast,0.635714285714286,0.4,22.7
O133 suedl. Greifsw. Oie,111071308,Pommersche Bucht,7,2010,54.20333,13.905002,Coast,1.96666666666667,6.61875,18.7463333333333
RB2 Vitte oe.,112190202,Vitter Bodden,7,2010,54.57,13.131672,Coast,1.525,8.4,24.2
RB3 Bugspitze s.,112190309,Rassower Strom,7,2010,54.55333,13.178332,Coast,1.4,7.73333333333333,20.0058333333333
RB6 Wittower Faehre oe.,112280603,Breetzer Bodden,7,2010,54.56333,13.293332,Coast,1.2,7.63333333333333,20.6041666666667
RB9 Glowe sw.,112390909,Gr. Jasmunder Bodden,7,2010,54.54333,13.426672,Coast,0.966666666666667,7.48333333333333,20.4191666666667
RB10 Lietzow n.,112391004,Gr. Jasmunder Bodden,7,2010,54.50667,13.490002,Coast,1,7.46666666666667,20.18375
RB15 Buschvitz oe.,112391500,Kl. Jasmunder Bodden,7,2010,54.43167,13.491672,Coast,0.45,5.1,22.3
RB1 Schaprode w.,112400185,Schaproder Bodden,7,2010,54.515,13.125002,Coast,1.74285714285714,8.3,23.6
DB1 Pramort,103050101,Barther Fahrwasser,8,2010,54.42,12.926671,Coast,0.76875,7.4,20.7
DB2 Sundische Wiese,103050208,Grabow,8,2010,54.39167,12.838331,Coast,0.535714285714286,7.3,20.6
DB6 Barth oe.,103050603,Barther Bodden,8,2010,54.395001,12.750001,Coast,0.475,6.5,20.6
DB10 Bodstedt n.,103051008,Bodstedter Bodden,8,2010,54.395001,12.623331,Coast,0.291666666666667,5.3,20.3
DB16 Saal nw.,103051606,Saaler Bodden,8,2010,54.335001,12.448331,Coast,0.2,3.5,20.3
KB90 Fahrwasser I.Libitz w.,103059085,Kubitzer Bodden,8,2010,54.40167,13.105001,Coast,1.05125,7.9,20.855
GS Gellenstrom Hiddensee w.,103070503,Prerowbucht,8,2010,54.51167,13.050002,Coast,2.3,7.7,20.63
GB2 I.Vilm s.,105010285,Greifswalder Bodden,8,2010,54.26667,13.516671,Coast,1.375,6.1,21.755
GB3 Daenische Wiek n.,105010306,Daenische Wiek,8,2010,54.15,13.483331,Coast,1.08,6.2,21.505
GB7 Struck,105010701,Greifswalder Bodden,8,2010,54.20667,13.653331,Coast,1.22,6.25,22.03
GB19 Zentralbereich,105011907,Greifswalder Bodden,8,2010,54.20667,13.566671,Coast,1.30833333333333,6.425,19.57
S66 Stralsund,109016609,Andershofer Bucht,8,2010,54.28667,13.131671,Coast,0.9,7.1,21.51
GB10 Ruden s.,111021001,Greifswalder Bodden,8,2010,54.18833,13.775001,Coast,1.02,4.7,21.3
AW1 Trockenort,111030108,Achterwasser,8,2010,54.01667,13.958331,Coast,0.683333333333333,0.7,16.7
P20 Peenemuende s.,111032085,Peenestrom,8,2010,54.121,13.773,Coast,0.7,4.15,16.9
P42 Wolgast s.,111034208,Peenestrom,8,2010,54.023358,13.760763,Coast,0.64375,3.05,16.6
P48 Lassan,111034806,Peenestrom,8,2010,53.96667,13.891671,Coast,0.635714285714286,0.6,16.4
O133 suedl. Greifsw. Oie,111071308,Pommersche Bucht,8,2010,54.20333,13.905002,Coast,1.96666666666667,6.35,20.905
RB2 Vitte oe.,112190202,Vitter Bodden,8,2010,54.57,13.131672,Coast,1.525,7.8,15.4
RB3 Bugspitze s.,112190309,Rassower Strom,8,2010,54.55333,13.178332,Coast,1.4,8.1,21.015
RB6 Wittower Faehre oe.,112280603,Breetzer Bodden,8,2010,54.56333,13.293332,Coast,1.2,8,21.06
RB9 Glowe sw.,112390909,Gr. Jasmunder Bodden,8,2010,54.54333,13.426672,Coast,0.966666666666667,7.8,21.21
RB10 Lietzow n.,112391004,Gr. Jasmunder Bodden,8,2010,54.50667,13.490002,Coast,1,7.8,21
RB15 Buschvitz oe.,112391500,Kl. Jasmunder Bodden,8,2010,54.43167,13.491672,Coast,0.45,5.2,17.6
RB1 Schaprode w.,112400185,Schaproder Bodden,8,2010,54.515,13.125002,Coast,1.74285714285714,7.8,16.3
DB1 Pramort,103050101,Barther Fahrwasser,9,2010,54.42,12.926671,Coast,0.76875,6.7,15.6
DB2 Sundische Wiese,103050208,Grabow,9,2010,54.39167,12.838331,Coast,0.535714285714286,6.7,15.7
DB6 Barth oe.,103050603,Barther Bodden,9,2010,54.395001,12.750001,Coast,0.475,6.1,16.1
DB10 Bodstedt n.,103051008,Bodstedter Bodden,9,2010,54.395001,12.623331,Coast,0.291666666666667,5.2,14.1
DB16 Saal nw.,103051606,Saaler Bodden,9,2010,54.335001,12.448331,Coast,0.2,3.6,13.6
KB90 Fahrwasser I.Libitz w.,103059085,Kubitzer Bodden,9,2010,54.40167,13.105001,Coast,1.05125,7.6,15.4295833333333
GS Gellenstrom Hiddensee w.,103070503,Prerowbucht,9,2010,54.51167,13.050002,Coast,2.3,8.0875,15.3385
GB2 I.Vilm s.,105010285,Greifswalder Bodden,9,2010,54.26667,13.516671,Coast,1.375,6.37,16.942
GB3 Daenische Wiek n.,105010306,Daenische Wiek,9,2010,54.15,13.483331,Coast,1.08,6.43,17.2505555555556
GB7 Struck,105010701,Greifswalder Bodden,9,2010,54.20667,13.653331,Coast,1.22,6.25,16.8704545454545
GB19 Zentralbereich,105011907,Greifswalder Bodden,9,2010,54.20667,13.566671,Coast,1.30833333333333,6.44583333333333,16.7045454545455
S66 Stralsund,109016609,Andershofer Bucht,9,2010,54.28667,13.131671,Coast,0.9,6.68333333333333,16.5172727272727
GB10 Ruden s.,111021001,Greifswalder Bodden,9,2010,54.18833,13.775001,Coast,1.02,5.59166666666667,16.9568181818182
AW1 Trockenort,111030108,Achterwasser,9,2010,54.01667,13.958331,Coast,0.683333333333333,0.7,13.6
P20 Peenemuende s.,111032085,Peenestrom,9,2010,54.121,13.773,Coast,0.7,0.5,13.3
P42 Wolgast s.,111034208,Peenestrom,9,2010,54.023358,13.760763,Coast,0.64375,0.5,13.3
P48 Lassan,111034806,Peenestrom,9,2010,53.96667,13.891671,Coast,0.635714285714286,0.3,13.4
O133 suedl. Greifsw. Oie,111071308,Pommersche Bucht,9,2010,54.20333,13.905002,Coast,1.96666666666667,6.61875,16.9627272727273
RB2 Vitte oe.,112190202,Vitter Bodden,9,2010,54.57,13.131672,Coast,1.525,7.8,12.5
RB3 Bugspitze s.,112190309,Rassower Strom,9,2010,54.55333,13.178332,Coast,1.4,7.73333333333333,15.64625
RB6 Wittower Faehre oe.,112280603,Breetzer Bodden,9,2010,54.56333,13.293332,Coast,1.2,7.63333333333333,15.625
RB9 Glowe sw.,112390909,Gr. Jasmunder Bodden,9,2010,54.54333,13.426672,Coast,0.966666666666667,7.48333333333333,16.0725
RB10 Lietzow n.,112391004,Gr. Jasmunder Bodden,9,2010,54.50667,13.490002,Coast,1,7.46666666666667,15.7070833333333
RB15 Buschvitz oe.,112391500,Kl. Jasmunder Bodden,9,2010,54.43167,13.491672,Coast,0.45,5.2,13
RB1 Schaprode w.,112400185,Schaproder Bodden,9,2010,54.515,13.125002,Coast,1.74285714285714,7.7,12.7
DB1 Pramort,103050101,Barther Fahrwasser,10,2010,54.42,12.926671,Coast,0.76875,6.8,10.8
DB2 Sundische Wiese,103050208,Grabow,10,2010,54.39167,12.838331,Coast,0.535714285714286,6.6,11.1
DB6 Barth oe.,103050603,Barther Bodden,10,2010,54.395001,12.750001,Coast,0.475,5.6,10.4
DB10 Bodstedt n.,103051008,Bodstedter Bodden,10,2010,54.395001,12.623331,Coast,0.291666666666667,4.7,12.25
DB16 Saal nw.,103051606,Saaler Bodden,10,2010,54.335001,12.448331,Coast,0.2,3.9,12.2
KB90 Fahrwasser I.Libitz w.,103059085,Kubitzer Bodden,10,2010,54.40167,13.105001,Coast,1.05125,8.45,8.345
GS Gellenstrom Hiddensee w.,103070503,Prerowbucht,10,2010,54.51167,13.050002,Coast,2.3,8.0875,12.5495
GB2 I.Vilm s.,105010285,Greifswalder Bodden,10,2010,54.26667,13.516671,Coast,1.375,6,12.19
GB3 Daenische Wiek n.,105010306,Daenische Wiek,10,2010,54.15,13.483331,Coast,1.08,6.5,12.405
GB7 Struck,105010701,Greifswalder Bodden,10,2010,54.20667,13.653331,Coast,1.22,6.4,12.495
GB19 Zentralbereich,105011907,Greifswalder Bodden,10,2010,54.20667,13.566671,Coast,1.30833333333333,6.4,12.195
S66 Stralsund,109016609,Andershofer Bucht,10,2010,54.28667,13.131671,Coast,0.9,6.3,11.61
GB10 Ruden s.,111021001,Greifswalder Bodden,10,2010,54.18833,13.775001,Coast,1.02,5.6,12.21
AW1 Trockenort,111030108,Achterwasser,10,2010,54.01667,13.958331,Coast,0.683333333333333,0.7,7.6
P20 Peenemuende s.,111032085,Peenestrom,10,2010,54.121,13.773,Coast,0.7,3.25,7.65
P42 Wolgast s.,111034208,Peenestrom,10,2010,54.023358,13.760763,Coast,0.64375,2.85,7.85
P48 Lassan,111034806,Peenestrom,10,2010,53.96667,13.891671,Coast,0.635714285714286,0.7,7.5
O133 suedl. Greifsw. Oie,111071308,Pommersche Bucht,10,2010,54.20333,13.905002,Coast,1.96666666666667,6.7,11.875
RB2 Vitte oe.,112190202,Vitter Bodden,10,2010,54.57,13.131672,Coast,1.525,8.5,6.5
RB3 Bugspitze s.,112190309,Rassower Strom,10,2010,54.55333,13.178332,Coast,1.4,7.73333333333333,12.0142307692308
RB6 Wittower Faehre oe.,112280603,Breetzer Bodden,10,2010,54.56333,13.293332,Coast,1.2,7.63333333333333,11.6708333333333
RB9 Glowe sw.,112390909,Gr. Jasmunder Bodden,10,2010,54.54333,13.426672,Coast,0.966666666666667,7.48333333333333,11.9995833333333
RB10 Lietzow n.,112391004,Gr. Jasmunder Bodden,10,2010,54.50667,13.490002,Coast,1,7.46666666666667,11.8833333333333
RB15 Buschvitz oe.,112391500,Kl. Jasmunder Bodden,10,2010,54.43167,13.491672,Coast,0.45,5.2,7.3
RB1 Schaprode w.,112400185,Schaproder Bodden,10,2010,54.515,13.125002,Coast,1.74285714285714,8.1,6.8
DB1 Pramort,103050101,Barther Fahrwasser,11,2010,54.42,12.926671,Coast,0.76875,11.9,7.2
DB2 Sundische Wiese,103050208,Grabow,11,2010,54.39167,12.838331,Coast,0.535714285714286,6.9,6.8
DB6 Barth oe.,103050603,Barther Bodden,11,2010,54.395001,12.750001,Coast,0.475,5.7,7
DB10 Bodstedt n.,103051008,Bodstedter Bodden,11,2010,54.395001,12.623331,Coast,0.291666666666667,4.1,7
DB16 Saal nw.,103051606,Saaler Bodden,11,2010,54.335001,12.448331,Coast,0.2,3.6,6.9
KB90 Fahrwasser I.Libitz w.,103059085,Kubitzer Bodden,11,2010,54.40167,13.105001,Coast,1.05125,8.3,6.905
GS Gellenstrom Hiddensee w.,103070503,Prerowbucht,11,2010,54.51167,13.050002,Coast,2.3,8.2,6.825
GB2 I.Vilm s.,105010285,Greifswalder Bodden,11,2010,54.26667,13.516671,Coast,1.375,6.7,6.995
GB3 Daenische Wiek n.,105010306,Daenische Wiek,11,2010,54.15,13.483331,Coast,1.08,6.25,6.695
GB7 Struck,105010701,Greifswalder Bodden,11,2010,54.20667,13.653331,Coast,1.22,5.7,6.77
GB19 Zentralbereich,105011907,Greifswalder Bodden,11,2010,54.20667,13.566671,Coast,1.30833333333333,6.3,6.87
S66 Stralsund,109016609,Andershofer Bucht,11,2010,54.28667,13.131671,Coast,0.9,6,6.48
GB10 Ruden s.,111021001,Greifswalder Bodden,11,2010,54.18833,13.775001,Coast,1.02,6.45,6.97
AW1 Trockenort,111030108,Achterwasser,11,2010,54.01667,13.958331,Coast,0.683333333333333,0.7,1.6
P20 Peenemuende s.,111032085,Peenestrom,11,2010,54.121,13.773,Coast,0.7,3.3,2.3
P42 Wolgast s.,111034208,Peenestrom,11,2010,54.023358,13.760763,Coast,0.64375,2.35,1.55
P48 Lassan,111034806,Peenestrom,11,2010,53.96667,13.891671,Coast,0.635714285714286,0.8,1.7
O133 suedl. Greifsw. Oie,111071308,Pommersche Bucht,11,2010,54.20333,13.905002,Coast,1.96666666666667,6.6,7.21
RB2 Vitte oe.,112190202,Vitter Bodden,11,2010,54.57,13.131672,Coast,1.525,8.4,2.8
RB3 Bugspitze s.,112190309,Rassower Strom,11,2010,54.55333,13.178332,Coast,1.4,7.73333333333333,7.50704545454545
RB6 Wittower Faehre oe.,112280603,Breetzer Bodden,11,2010,54.56333,13.293332,Coast,1.2,7.63333333333333,7.06181818181818
RB9 Glowe sw.,112390909,Gr. Jasmunder Bodden,11,2010,54.54333,13.426672,Coast,0.966666666666667,7.48333333333333,7.44727272727273
RB10 Lietzow n.,112391004,Gr. Jasmunder Bodden,11,2010,54.50667,13.490002,Coast,1,7.46666666666667,7.56636363636364
RB15 Buschvitz oe.,112391500,Kl. Jasmunder Bodden,11,2010,54.43167,13.491672,Coast,0.45,4.6,6.1
RB1 Schaprode w.,112400185,Schaproder Bodden,11,2010,54.515,13.125002,Coast,1.74285714285714,8.8,0.5
DB1 Pramort,103050101,Barther Fahrwasser,12,2010,54.42,12.926671,Coast,0.76875,7.8625,3.76666666666667
DB2 Sundische Wiese,103050208,Grabow,12,2010,54.39167,12.838331,Coast,0.535714285714286,6.31111111111111,3.54166666666667
DB6 Barth oe.,103050603,Barther Bodden,12,2010,54.395001,12.750001,Coast,0.475,5.44444444444444,3.21428571428571
DB10 Bodstedt n.,103051008,Bodstedter Bodden,12,2010,54.395001,12.623331,Coast,0.291666666666667,4.41666666666667,3.31071428571429
DB16 Saal nw.,103051606,Saaler Bodden,12,2010,54.335001,12.448331,Coast,0.2,3.52222222222222,3.35714285714286
KB90 Fahrwasser I.Libitz w.,103059085,Kubitzer Bodden,12,2010,54.40167,13.105001,Coast,1.05125,7.6,3.80625
GS Gellenstrom Hiddensee w.,103070503,Prerowbucht,12,2010,54.51167,13.050002,Coast,2.3,8.0875,6.16
GB2 I.Vilm s.,105010285,Greifswalder Bodden,12,2010,54.26667,13.516671,Coast,1.375,6.37,3.96318181818182
GB3 Daenische Wiek n.,105010306,Daenische Wiek,12,2010,54.15,13.483331,Coast,1.08,6.43,3.815
GB7 Struck,105010701,Greifswalder Bodden,12,2010,54.20667,13.653331,Coast,1.22,6.25,3.97863636363636
GB19 Zentralbereich,105011907,Greifswalder Bodden,12,2010,54.20667,13.566671,Coast,1.30833333333333,6.44583333333333,4.02090909090909
S66 Stralsund,109016609,Andershofer Bucht,12,2010,54.28667,13.131671,Coast,0.9,6.68333333333333,3.27454545454545
GB10 Ruden s.,111021001,Greifswalder Bodden,12,2010,54.18833,13.775001,Coast,1.02,5.59166666666667,3.9705
AW1 Trockenort,111030108,Achterwasser,12,2010,54.01667,13.958331,Coast,0.683333333333333,0.944444444444444,3.21071428571429
