Row_ID;SI_ID;Conny_ID;FIUM_ID;Fish_ID;Date;FloyTag1;FloyTag2;FloyTag3;Floy_No;Former_Floy;Floychange;Pit_Tag;MarkorRecap;Kill;Total_Length_mm;Fork_Length_mm;Standard_Length_mm;Head_Circumference;Dorsal_Circumference;Gape;Weight;Sex;Confirmed_Sex;Rep_Status;Confirmed_Rep_Status;Transmitter_Num;DST_Tag;Pike_Name;Surgeon;BeginOPTime;EndOPTime;Muscle_Biopsy;Head;Scales;Fin_Clip;Fin_Ray;Eyelens;SIMS;Otoliths_Extracted;Valid_Otolith_Sample_Stored;Pool_Round_Name;Photo;Photo_No;Photo_File;Stomach_Cont;Sampler;Liver_Weight;Gonad_Weight;g_per_egg;g_per_egg_calculated;Weight_Without_Guts;Bleeding;Ostseehecht;Gear;Lure_Type;Lure_Length;Lure_Length_mm;Waterbody;Capture_Latitude;Capture_Longitude;Release_Latitude;Release_Longitude;Temperature_C;Conductivity_myS_cm;Salinity_PSU;Merged_Row;Reported_Via_Conny;Notes;EnterDate;Change_Tracker;Zone;Mesh_Size;Sample_Origin
404;416;NA;NA;BH-90261;2020-03-09;31506;31513;NA;2;NA;FALSE;NA;Mark;FALSE;530;495;460;NA;NA;54;1140;f;NA;unknown;NA;NA;NA;NA;HHH;NA;NA;1;0;1;1;0;0;NA;0;NA;NA;1;NA;NA;NA;Diedrich;NA;NA;NA;NA;NA;NA;NA;R;NA;NA;NA;SB;NA;NA;54.45946;13.18984;5.6;15960;9;TRUE;NA;NA;NA;NA;NA;NA;BODDENHECHT
405;416;NA;NA;BH-90268;2020-03-09;11408;NA;NA;1;NA;FALSE;NA;Mark;FALSE;667;627;581;NA;NA;64;2392;m;NA;ripe;NA;12103;NA;NA;HHH;13:40:00;13:43:00;1;0;1;1;0;0;NA;0;NA;NA;1;NA;NA;NA;Diedrich;NA;NA;NA;NA;NA;NA;NA;R;NA;NA;NA;SB;NA;NA;54.45946;13.18984;5.6;15960;9;TRUE;NA;NA;NA;NA;NA;NA;BODDENHECHT
406;416;NA;NA;BH-90253;2020-03-09;11401;NA;NA;1;NA;FALSE;NA;Mark;FALSE;824;775;725;NA;NA;76;4564;m;NA;ripe;NA;12217;NA;NA;HHH;13:49:00;13:53:00;1;0;1;1;0;0;NA;0;NA;NA;1;NA;NA;NA;Diedrich;NA;NA;NA;NA;NA;NA;NA;R;NA;NA;NA;SB;NA;NA;54.45946;13.18984;5.6;15960;9;TRUE;NA;NA;NA;NA;NA;NA;BODDENHECHT
407;416;NA;NA;BH-90259;2020-03-09;13494;NA;NA;1;NA;FALSE;NA;Mark;FALSE;770;729;679;NA;NA;74;3498;m;NA;ripe;NA;12216;NA;NA;HHH;13:56:00;14:00:00;1;0;1;1;0;0;NA;0;TRUE;NA;1;NA;NA;NA;Diedrich;NA;NA;NA;NA;NA;NA;NA;R;NA;NA;NA;SB;NA;NA;54.45946;13.18984;5.6;15960;9;TRUE;NA;NA;NA;NA;NA;NA;BODDENHECHT
408;416;NA;NA;BH-90284;2020-03-09;13431;NA;NA;1;NA;FALSE;NA;Mark;FALSE;762;720;673;NA;NA;71;2990;m;NA;ripe;NA;12140;NA;NA;HHH;15:30:00;15:33:00;1;0;1;1;0;0;NA;0;NA;NA;1;NA;NA;NA;Diedrich;NA;NA;NA;NA;NA;NA;NA;R;NA;NA;NA;SB;NA;NA;54.45946;13.18984;5.6;15960;9;TRUE;NA;NA;NA;NA;NA;NA;BODDENHECHT
409;416;NA;NA;BH-90293;2020-03-09;11422;NA;NA;1;NA;FALSE;NA;Mark;FALSE;793;749;701;NA;NA;75;4408;f;NA;ripe;NA;12200;NA;NA;HHH;13:28:00;13:31:00;1;0;1;1;0;0;NA;0;NA;NA;1;NA;NA;NA;Diedrich;NA;NA;NA;NA;NA;NA;NA;R;NA;NA;NA;SB;NA;NA;54.45946;13.18984;5.6;15960;9;TRUE;NA;NA;NA;NA;NA;NA;BODDENHECHT
410;416;NA;NA;BH-90223;2020-03-09;13459;NA;NA;1;NA;FALSE;NA;Mark;FALSE;630;590;541;NA;NA;61;1826;f;NA;ripe;NA;12100;NA;NA;HHH;14:52:00;14:55:00;1;0;1;1;0;0;NA;0;NA;NA;1;NA;NA;NA;Diedrich;NA;NA;NA;NA;NA;NA;NA;R;NA;NA;NA;SB;NA;NA;54.45946;13.18984;5.6;15960;9;TRUE;NA;NA;NA;NA;NA;NA;BODDENHECHT
411;416;NA;NA;BH-90288;2020-03-09;13452;NA;NA;1;NA;FALSE;NA;Mark;FALSE;736;703;657;NA;NA;73;3400;m;NA;ripe;NA;12249;NA;NA;HHH;15:01:00;15:04:00;1;0;1;1;0;0;NA;0;NA;NA;1;NA;NA;NA;Diedrich;NA;NA;NA;NA;NA;NA;NA;R;NA;NA;NA;SB;NA;NA;54.45946;13.18984;5.6;15960;9;TRUE;NA;NA;NA;NA;NA;NA;BODDENHECHT
412;416;NA;NA;BH-90224;2020-03-09;13445;NA;NA;1;NA;FALSE;NA;Mark;FALSE;659;622;580;NA;NA;67;2232;f;NA;ripe;NA;12223;NA;NA;HHH;15:10:00;15:12:00;1;0;1;1;0;0;NA;0;NA;NA;1;NA;NA;NA;Diedrich;NA;NA;NA;NA;NA;NA;NA;R;NA;NA;NA;SB;NA;NA;54.45946;13.18984;5.6;15960;9;TRUE;NA;NA;NA;NA;NA;NA;BODDENHECHT
413;416;NA;NA;BH-90290;2020-03-09;13438;NA;NA;1;NA;FALSE;NA;Mark;FALSE;735;694;646;NA;NA;71;2718;m;NA;ripe;NA;12141;NA;NA;HHH;15:20:00;15:23:00;1;0;1;1;0;0;NA;0;TRUE;NA;1;NA;NA;NA;Diedrich;NA;NA;NA;NA;NA;NA;NA;R;NA;NA;NA;SB;NA;NA;54.45946;13.18984;5.6;15960;9;TRUE;NA;NA;NA;NA;NA;NA;BODDENHECHT
414;419;NA;NA;BH-90445;2020-03-20;10064;NA;NA;1;NA;FALSE;NA;Mark;FALSE;962;906;852;NA;NA;97;7388;f;NA;ripe;NA;12195;NA;NA;NA;10:37:00;10:41:00;1;0;1;1;0;0;NA;0;NA;NA;1;NA;NA;NA;Monk;NA;NA;NA;NA;NA;NA;NA;A;NA;NA;NA;BAT;NA;NA;54.43709;12.9538;7.5;15290;8.6;TRUE;NA;NA;NA;NA;NA;NA;BODDENHECHT
415;421;NA;NA;BH-90453;2020-03-20;33697;33704;NA;2;NA;FALSE;NA;Mark;FALSE;689;640;604;NA;NA;68;2508;m;NA;ripe;NA;NA;NA;NA;CM;NA;NA;1;0;1;1;0;0;NA;0;NA;NA;1;NA;NA;NA;Monk;NA;NA;NA;NA;NA;NA;NA;A;NA;NA;NA;BAT;NA;NA;54.43709;12.9538;7.5;15290;8.6;TRUE;NA;NA;NA;NA;NA;NA;BODDENHECHT
416;422;NA;NA;BH-90447;2020-03-20;10078;NA;NA;1;NA;FALSE;NA;Mark;FALSE;746;711;662;NA;NA;78;3812;f;NA;ripe;NA;12132;NA;NA;CM;15:55:00;16:00:00;1;0;1;1;0;0;NA;0;NA;NA;1;NA;NA;NA;Monk;NA;NA;NA;NA;NA;NA;NA;A;NA;NA;NA;BAT;NA;NA;54.43709;12.9538;7.5;15290;8.6;TRUE;NA;NA;NA;NA;NA;NA;BODDENHECHT
417;422;NA;NA;BH-90441;2020-03-20;33711;33718;NA;2;NA;FALSE;NA;Mark;FALSE;800;753;701;NA;NA;75;3760;m;NA;ripe;NA;NA;NA;NA;CM;NA;NA;1;0;1;1;0;0;NA;0;NA;NA;1;NA;NA;NA;Monk;NA;NA;NA;NA;NA;NA;NA;A;NA;NA;NA;BAT;NA;NA;54.43709;12.9538;7.5;15290;8.6;TRUE;NA;NA;NA;NA;NA;NA;BODDENHECHT
418;423;NA;NA;BH-90446;2020-03-20;33725;33956;NA;2;NA;FALSE;NA;Mark;FALSE;708;681;632;NA;NA;76;2534;m;NA;ripe;NA;NA;NA;NA;CM;NA;NA;1;0;1;1;0;0;NA;0;NA;NA;1;NA;NA;NA;Monk;NA;NA;NA;NA;NA;NA;NA;A;NA;NA;NA;BAT;NA;NA;54.43709;12.9538;7.5;15290;8.6;TRUE;NA;NA;NA;NA;NA;NA;BODDENHECHT
419;423;NA;NA;BH-90451;2020-03-20;10071;NA;NA;1;NA;FALSE;NA;Mark;FALSE;755;714;675;NA;NA;79;3264;m;NA;ripe;NA;12131;NA;NA;CM;15:20:00;16:00:00;1;0;1;1;0;0;NA;0;NA;NA;1;NA;NA;NA;Monk;NA;NA;NA;NA;NA;NA;NA;A;NA;NA;NA;BAT;NA;NA;54.43709;12.9538;7.5;15290;8.6;TRUE;NA;NA;NA;NA;NA;NA;BODDENHECHT
420;431;NA;NA;BH-90413;2020-03-18;33928;33935;NA;2;NA;FALSE;NA;Mark;FALSE;652;613;582;NA;NA;66;2048;m;NA;unknown;NA;NA;NA;NA;CM;NA;NA;1;0;1;1;0;0;NA;0;NA;Round 1;1;NA;NA;NA;Pretzel;NA;NA;NA;NA;NA;NA;NA;S;NA;NA;NA;GB;NA;NA;54.28873;13.70486;6.5;14000;7.8;TRUE;NA;NA;NA;NA;NA;NA;BODDENHECHT
421;431;NA;NA;BH-90407;2020-03-18;33914;33921;NA;2;NA;FALSE;NA;Mark;FALSE;580;547;515;NA;NA;54;1478;m;NA;ripe;NA;NA;NA;NA;CM;NA;NA;1;0;1;1;0;0;NA;0;NA;Round 1;1;NA;NA;NA;Pretzel;NA;NA;NA;NA;NA;NA;NA;S;NA;NA;NA;GB;NA;NA;54.28873;13.70486;6.5;14000;7.8;TRUE;NA;NA;NA;NA;NA;NA;BODDENHECHT
422;433;NA;NA;BH-90326;2020-03-18;11681;NA;NA;1;NA;FALSE;NA;Mark;FALSE;730;686;635;NA;NA;85;3112;m;NA;ripe;NA;12126;NA;NA;HHH;17:11:00;17:13:00;1;0;1;1;0;0;NA;0;NA;Round 1;1;NA;NA;NA;Hansen;NA;NA;NA;NA;NA;NA;NA;A;NA;NA;NA;GB;NA;NA;54.27912;13.33426;7.4;12220;6.8;TRUE;NA;NA;NA;NA;NA;NA;BODDENHECHT
423;433;NA;NA;BH-90337.2;2020-03-18;11667;NA;NA;1;NA;FALSE;NA;Mark;FALSE;679;636;590;NA;NA;66;2692;m;NA;ripe;NA;12068;NA;NA;HHH;17:22:00;17:24:00;1;0;1;1;0;0;NA;0;NA;NA;1;NA;NA;NA;Hansen;NA;NA;NA;NA;NA;NA;NA;A;NA;NA;NA;GB;NA;NA;54.27912;13.33426;7.4;12220;6.8;TRUE;NA;Duplicate ID - maybe two bags with same ID;NA;NA;NA;NA;BODDENHECHT
424;434;NA;NA;BH-90331;2020-03-18;11674;NA;NA;1;NA;FALSE;NA;Mark;FALSE;673;632;591;NA;NA;65;2648;f;NA;ripe;NA;12127;NA;NA;HHH;17:16:00;17:18:00;1;0;1;1;0;0;NA;0;NA;Round 1;1;NA;NA;NA;Hansen;NA;NA;NA;NA;NA;NA;NA;A;NA;NA;NA;GB;NA;NA;54.27912;13.33426;7.4;12220;6.8;TRUE;NA;NA;NA;NA;NA;NA;BODDENHECHT
425;436;NA;NA;BH-90343;2020-03-19;31366;31373;NA;2;NA;FALSE;NA;Mark;FALSE;694;654;612;NA;NA;62;3748;f;NA;ripe;NA;NA;NA;NA;NA;NA;NA;1;0;1;1;0;0;NA;0;NA;NA;1;NA;NA;NA;Bialowons;NA;NA;NA;NA;NA;NA;NA;R;NA;NA;NA;P;NA;NA;53.97975;13.89992;7.8;4260;2.4;TRUE;NA;NA;NA;NA;NA;NA;BODDENHECHT
426;436;NA;NA;BH-90346;2020-03-19;31352;31359;NA;2;NA;FALSE;NA;Mark;FALSE;642;602;561;NA;NA;62;2036;f;NA;ripe;NA;NA;NA;NA;NA;NA;NA;1;0;1;1;0;0;NA;0;NA;NA;1;NA;NA;NA;Bialowons;NA;NA;NA;NA;NA;NA;NA;R;NA;NA;NA;P;NA;NA;53.97975;13.89992;7.8;4260;2.4;TRUE;NA;NA;NA;NA;NA;NA;BODDENHECHT
427;437;NA;NA;BH-90412;2020-03-19;34173;34180;NA;2;NA;FALSE;NA;Mark;FALSE;740;697;654;NA;NA;73;3386;f;NA;ripe;NA;NA;NA;NA;CM;NA;NA;1;0;1;1;0;0;NA;0;NA;NA;1;NA;NA;NA;Engelbrecht;NA;NA;NA;NA;NA;NA;NA;R;NA;NA;NA;BEG;NA;NA;54.55126;13.35297;7;15350;8.7;TRUE;NA;NA;NA;NA;NA;NA;BODDENHECHT
428;437;NA;NA;BH-90401;2020-03-19;34187;34194;NA;2;NA;FALSE;NA;Mark;FALSE;648;599;564;NA;NA;63;1848;m;NA;ripe;NA;NA;NA;NA;NA;NA;NA;1;0;1;1;0;0;NA;0;NA;NA;1;NA;NA;NA;Engelbrecht;NA;NA;NA;NA;NA;NA;NA;R;NA;NA;NA;BEG;NA;NA;54.55126;13.35297;7;15350;8.7;TRUE;NA;NA;NA;NA;NA;NA;BODDENHECHT
429;438;NA;NA;BH-90402;2020-03-20;11646;NA;NA;1;NA;FALSE;NA;Mark;FALSE;707;667;622;NA;NA;60;2316;m;NA;ripe;NA;12137;NA;NA;HHH;16:02:00;16:04:00;1;0;1;1;0;0;NA;0;NA;NA;1;NA;NA;NA;Hansen;NA;NA;NA;NA;NA;NA;NA;A;NA;NA;NA;VB;NA;NA;54.55629;13.12548;NA;15200;8.7;TRUE;NA;NA;NA;NA;NA;NA;BODDENHECHT
430;442;NA;NA;BH-90434;2020-03-19;10050;NA;NA;1;NA;FALSE;NA;Mark;FALSE;722;686;643;NA;NA;70;3074;m;NA;ripe;NA;12062;NA;NA;CM;18:18:00;18:23:00;1;0;1;1;0;0;NA;0;NA;NA;1;NA;NA;NA;Monk;NA;NA;NA;NA;NA;NA;NA;E;NA;NA;NA;Duwenbeek;NA;NA;54.478321;13.279487;9;919;0.4;TRUE;NA;NA;NA;NA;NA;NA;BODDENHECHT
431;442;NA;NA;BH-90429;2020-03-19;10022;NA;NA;1;NA;FALSE;NA;Mark;FALSE;601;567;530;NA;NA;66;1694;m;NA;ripe;NA;12030;NA;NA;CM;17:36:00;17:40:00;1;0;1;1;0;0;NA;0;NA;NA;1;NA;NA;NA;Monk;NA;NA;NA;NA;NA;NA;NA;E;NA;NA;NA;Duwenbeek;NA;NA;54.478321;13.279487;9;919;0.4;TRUE;NA;NA;NA;NA;NA;NA;BODDENHECHT
432;442;NA;NA;BH-90436;2020-03-19;10057;NA;NA;1;NA;FALSE;NA;Mark;FALSE;697;658;614;NA;NA;71;2542;m;NA;ripe;NA;12057;NA;NA;CM;18:32:00;18:36:00;1;0;1;1;0;0;NA;0;NA;NA;1;NA;NA;NA;Monk;NA;NA;NA;NA;NA;NA;NA;E;NA;NA;NA;Duwenbeek;NA;NA;54.478321;13.279487;9;919;0.4;TRUE;NA;NA;NA;NA;NA;NA;BODDENHECHT
433;442;NA;NA;BH-90419;2020-03-19;10029;NA;NA;1;NA;FALSE;NA;Mark;FALSE;660;622;586;NA;NA;62;1924;m;NA;ripe;NA;12061;NA;NA;CM;17:46:00;17:50:00;1;0;1;1;0;0;NA;0;NA;NA;1;NA;NA;NA;Monk;NA;NA;NA;NA;NA;NA;NA;E;NA;NA;NA;Duwenbeek;NA;NA;54.478321;13.279487;9;919;0.4;TRUE;NA;NA;NA;NA;NA;NA;BODDENHECHT
434;442;NA;NA;BH-90430;2020-03-19;10036;NA;NA;1;NA;FALSE;NA;Mark;FALSE;773;733;684;NA;NA;79;3044;f;NA;unknown;NA;12063;NA;NA;CM;17:56:00;18:00:00;1;0;1;1;0;0;NA;0;NA;NA;1;NA;NA;NA;Monk;NA;NA;NA;NA;NA;NA;NA;E;NA;NA;NA;Duwenbeek;NA;NA;54.478321;13.279487;9;919;0.4;TRUE;NA;NA;NA;NA;NA;NA;BODDENHECHT
435;442;NA;NA;BH-90435;2020-03-19;10043;NA;NA;1;NA;FALSE;NA;Mark;FALSE;720;673;636;NA;NA;61;2138;m;NA;ripe;NA;12056;NA;NA;CM;18:05:00;18:10:00;1;0;1;1;0;0;NA;0;NA;NA;1;NA;NA;NA;Monk;NA;NA;NA;NA;NA;NA;NA;E;NA;NA;NA;Duwenbeek;NA;NA;54.478321;13.279487;9;919;0.4;TRUE;NA;NA;NA;NA;NA;NA;BODDENHECHT
436;442;NA;NA;BH-90440;2020-03-19;34124;34131;NA;2;NA;FALSE;NA;Mark;FALSE;404;380;355;NA;NA;38;446;m;NA;ripe;NA;NA;NA;NA;CM;NA;NA;1;0;1;1;0;0;NA;0;NA;NA;1;NA;NA;NA;Monk;NA;NA;NA;NA;NA;NA;NA;E;NA;NA;NA;Duwenbeek;NA;NA;54.478321;13.279487;9;919;0.4;TRUE;NA;NA;NA;NA;NA;NA;BODDENHECHT
437;442;NA;NA;BH-90439;2020-03-19;34152;34159;NA;2;NA;FALSE;NA;Mark;FALSE;634;597;562;NA;NA;69;1712;m;NA;ripe;NA;NA;NA;NA;CM;NA;NA;1;0;1;1;0;0;NA;0;NA;NA;1;NA;NA;NA;Monk;NA;NA;NA;NA;NA;NA;NA;E;NA;NA;NA;Duwenbeek;NA;NA;54.478321;13.279487;9;919;0.4;TRUE;NA;NA;NA;NA;NA;NA;BODDENHECHT
438;442;NA;NA;BH-90438;2020-03-19;34138;34145;NA;2;NA;FALSE;NA;Mark;FALSE;628;588;547;NA;NA;63;1846;m;NA;ripe;NA;NA;NA;NA;CM;NA;NA;1;0;1;1;0;0;NA;0;NA;NA;1;NA;NA;NA;Monk;NA;NA;NA;NA;NA;NA;NA;E;NA;NA;NA;Duwenbeek;NA;NA;54.478321;13.279487;9;919;0.4;TRUE;NA;NA;NA;NA;NA;NA;BODDENHECHT
439;448;NA;NA;BH-90580;2020-03-24;32402;32409;NA;2;NA;FALSE;NA;Mark;FALSE;753;712;667;NA;NA;71;3800;f;NA;ripe;NA;NA;NA;NA;TR;NA;NA;1;0;1;1;0;0;NA;0;NA;NA;1;NA;NA;NA;Czapla;NA;NA;NA;NA;NA;NA;NA;E;NA;NA;NA;Duwenbeek;NA;NA;54.47827;13.27346;4.7;972;0.4;TRUE;NA;NA;NA;NA;NA;NA;BODDENHECHT
440;448;NA;NA;BH-90554;2020-03-24;32318;32325;NA;2;NA;FALSE;NA;Mark;FALSE;557;530;498;NA;NA;57;1362;m;NA;ripe;NA;NA;NA;NA;TR;NA;NA;1;0;1;1;0;0;NA;0;NA;NA;1;NA;NA;NA;Czapla;NA;NA;NA;NA;NA;NA;NA;E;NA;NA;NA;Duwenbeek;NA;NA;54.47827;13.27346;4.7;972;0.4;TRUE;NA;NA;NA;NA;NA;NA;BODDENHECHT
441;448;NA;NA;BH-90570;2020-03-24;32416;32430;NA;2;NA;FALSE;NA;Mark;FALSE;705;661;613;NA;NA;63;2038;m;NA;ripe;NA;NA;NA;NA;TR;NA;NA;1;0;1;1;0;0;NA;0;NA;NA;1;NA;NA;NA;Czapla;NA;NA;NA;NA;NA;NA;NA;E;NA;NA;NA;Duwenbeek;NA;NA;54.47827;13.27346;4.7;972;0.4;TRUE;NA;NA;NA;NA;NA;NA;BODDENHECHT
442;448;NA;NA;BH-90569;2020-03-24;NA;NA;NA;0;NA;FALSE;NA;Mark;FALSE;359;336;315;NA;NA;32;314;m;NA;ripe;NA;NA;NA;NA;TR;NA;NA;1;0;1;1;0;0;NA;0;NA;NA;1;NA;NA;NA;Czapla;NA;NA;NA;NA;NA;NA;NA;E;NA;NA;NA;Duwenbeek;NA;NA;54.47827;13.27346;4.7;972;0.4;TRUE;NA;NA;NA;NA;NA;NA;BODDENHECHT
443;448;NA;NA;BH-90572;2020-03-24;32374;32381;NA;2;NA;FALSE;NA;Mark;FALSE;715;674;634;NA;NA;71;3308;f;NA;ripe;NA;NA;NA;NA;TR;NA;NA;1;0;1;1;0;0;NA;0;NA;NA;1;NA;NA;NA;Czapla;NA;NA;NA;NA;NA;NA;NA;E;NA;NA;NA;Duwenbeek;NA;NA;54.47827;13.27346;4.7;972;0.4;TRUE;NA;NA;NA;NA;NA;NA;BODDENHECHT
444;448;NA;NA;BH-90566;2020-03-24;32339;32346;NA;2;NA;FALSE;NA;Mark;FALSE;580;548;507;NA;NA;53;1642;m;NA;ripe;NA;NA;NA;NA;TR;NA;NA;1;0;1;1;0;0;NA;0;NA;NA;1;NA;NA;NA;Czapla;NA;NA;NA;NA;NA;NA;NA;E;NA;NA;NA;Duwenbeek;NA;NA;54.47827;13.27346;4.7;972;0.4;TRUE;NA;NA;NA;NA;NA;NA;BODDENHECHT
445;448;NA;NA;BH-90562;2020-03-24;32360;32367;NA;2;NA;FALSE;NA;Mark;FALSE;709;669;624;NA;NA;72;2850;m;NA;ripe;NA;NA;NA;NA;TR;NA;NA;1;0;1;1;0;0;NA;0;NA;NA;1;NA;NA;NA;Czapla;NA;NA;NA;NA;NA;NA;NA;E;NA;NA;NA;Duwenbeek;NA;NA;54.47827;13.27346;4.7;972;0.4;TRUE;NA;NA;NA;NA;NA;NA;BODDENHECHT
446;448;NA;NA;BH-90552;2020-03-24;32388;32395;NA;2;NA;FALSE;NA;Mark;FALSE;706;670;624;NA;NA;60;2594;m;NA;ripe;NA;NA;NA;NA;TR;NA;NA;1;0;1;1;0;0;NA;0;NA;NA;1;NA;NA;NA;Czapla;NA;NA;NA;NA;NA;NA;NA;E;NA;NA;NA;Duwenbeek;NA;NA;54.47827;13.27346;4.7;972;0.4;TRUE;NA;NA;NA;NA;NA;NA;BODDENHECHT
447;449;NA;NA;BH-90575;2020-03-24;32304;32311;NA;2;NA;FALSE;NA;Mark;FALSE;761;635;598;NA;NA;55;2348;m;NA;ripe;NA;NA;NA;NA;TR;NA;NA;1;0;1;1;0;0;NA;0;NA;Round 1;1;NA;NA;NA;Czapla;NA;NA;NA;NA;NA;NA;NA;E;NA;NA;NA;Sehrowbach;NA;NA;54.38206;13.26724;6;1175;0.5;TRUE;NA;NA;NA;NA;NA;NA;BODDENHECHT
448;449;NA;NA;BH-90557;2020-03-24;32290;32297;NA;2;NA;FALSE;NA;Mark;FALSE;725;684;637;NA;NA;74;2528;f;NA;spent;NA;NA;NA;NA;TR;NA;NA;1;0;1;1;0;0;NA;0;NA;Round 1;1;NA;NA;NA;Czapla;NA;NA;NA;NA;NA;NA;NA;E;NA;NA;NA;Sehrowbach;NA;NA;54.38206;13.26724;6;1175;0.5;TRUE;NA;NA;NA;NA;NA;NA;BODDENHECHT
449;449;NA;NA;BH-90574;2020-03-24;30008;30113;NA;2;NA;FALSE;NA;Mark;FALSE;795;754;706;NA;NA;78;3804;f;NA;ripe;NA;NA;NA;NA;TR;NA;NA;1;0;1;1;0;0;NA;0;NA;Round 1;1;NA;NA;NA;Czapla;NA;NA;NA;NA;NA;NA;NA;E;NA;NA;NA;Sehrowbach;NA;NA;54.38206;13.26724;6;1175;0.5;TRUE;NA;NA;NA;NA;NA;NA;BODDENHECHT
450;449;NA;NA;BH-90579;2020-03-24;30141;30155;NA;2;NA;FALSE;NA;Mark;FALSE;723;683;644;NA;NA;72;2616;m;NA;ripe;NA;NA;NA;NA;TR;NA;NA;1;0;1;1;0;0;NA;0;NA;Round 1;1;NA;NA;NA;Czapla;NA;NA;NA;NA;NA;NA;NA;E;NA;NA;NA;Sehrowbach;NA;NA;54.38206;13.26724;6;1175;0.5;TRUE;NA;NA;NA;NA;NA;NA;BODDENHECHT
451;449;NA;NA;BH-90548;2020-03-24;30134;30148;NA;2;NA;FALSE;NA;Mark;FALSE;798;750;713;NA;NA;64;3212;f;NA;ripe;NA;NA;NA;NA;TR;NA;NA;1;0;1;1;0;0;NA;0;NA;Round 1;1;NA;NA;NA;Czapla;NA;NA;NA;NA;NA;NA;NA;E;NA;NA;NA;Sehrowbach;NA;NA;54.38206;13.26724;6;1175;0.5;TRUE;NA;NA;NA;NA;NA;NA;BODDENHECHT
452;449;NA;NA;BH-90551;2020-03-24;30071;30176;NA;2;NA;FALSE;NA;Mark;FALSE;684;649;607;NA;NA;63;2384;m;NA;ripe;NA;NA;NA;NA;TR;NA;NA;1;0;1;1;0;0;NA;0;NA;Round 1;1;NA;NA;NA;Czapla;NA;NA;NA;NA;NA;NA;NA;E;NA;NA;NA;Sehrowbach;NA;NA;54.38206;13.26724;6;1175;0.5;TRUE;NA;NA;NA;NA;NA;NA;BODDENHECHT
453;449;NA;NA;BH-90545;2020-03-24;30001;30015;NA;2;NA;FALSE;NA;Mark;FALSE;679;643;597;NA;NA;68;2258;m;NA;ripe;NA;NA;NA;NA;TR;NA;NA;1;0;1;1;0;0;NA;0;NA;Round 1;1;NA;NA;NA;Czapla;NA;NA;NA;NA;NA;NA;NA;E;NA;NA;NA;Sehrowbach;NA;NA;54.38206;13.26724;6;1175;0.5;TRUE;NA;NA;NA;NA;NA;NA;BODDENHECHT
454;449;NA;NA;BH-90542;2020-03-24;30197;30204;NA;2;NA;FALSE;NA;Mark;FALSE;762;721;680;NA;NA;71;3408;m;NA;ripe;NA;NA;NA;NA;TR;NA;NA;1;0;1;1;0;0;NA;0;NA;Round 1;1;NA;NA;NA;Czapla;NA;NA;NA;NA;NA;NA;NA;E;NA;NA;NA;Sehrowbach;NA;NA;54.38206;13.26724;6;1175;0.5;TRUE;NA;NA;NA;NA;NA;NA;BODDENHECHT
455;449;NA;NA;BH-90543;2020-03-24;30022;30029;NA;2;NA;TRUE;NA;Mark;FALSE;715;677;637;NA;NA;71;2522;m;NA;ripe;NA;NA;NA;NA;TR;NA;NA;1;0;1;1;0;0;NA;0;NA;Round 1;1;NA;NA;NA;Czapla;NA;NA;NA;NA;NA;NA;NA;E;NA;NA;NA;Sehrowbach;NA;NA;54.38206;13.26724;6;1175;0.5;TRUE;NA;NA;NA; Date: 2022-10-25 - Person: Phillip - Column: Floychange - Before: FALSE - After: TRUE;NA;NA;BODDENHECHT
456;449;NA;NA;BH-90576;2020-03-24;30036;30043;NA;2;NA;FALSE;NA;Mark;FALSE;698;673;637;NA;NA;66;2490;m;NA;ripe;NA;NA;NA;NA;TR;NA;NA;1;0;1;1;0;0;NA;0;NA;Round 1;1;NA;NA;NA;Czapla;NA;NA;NA;NA;NA;NA;NA;E;NA;NA;NA;Sehrowbach;NA;NA;54.38206;13.26724;6;1175;0.5;TRUE;NA;NA;NA;NA;NA;NA;BODDENHECHT
457;449;NA;NA;BH-90541;2020-03-24;30162;30169;NA;2;NA;FALSE;NA;Mark;FALSE;700;653;611;NA;NA;68;2312;m;NA;ripe;NA;NA;NA;NA;TR;NA;NA;1;0;1;1;0;0;NA;0;NA;Round 1;1;NA;NA;NA;Czapla;NA;NA;NA;NA;NA;NA;NA;E;NA;NA;NA;Sehrowbach;NA;NA;54.38206;13.26724;6;1175;0.5;TRUE;NA;NA;NA;NA;NA;NA;BODDENHECHT
458;449;NA;NA;BH-90540;2020-03-24;30050;30057;NA;2;NA;TRUE;NA;Mark;FALSE;717;689;642;NA;NA;69;2602;m;NA;ripe;NA;NA;NA;NA;TR;NA;NA;1;0;1;1;0;0;NA;0;NA;Round 1;1;NA;NA;NA;Czapla;NA;NA;NA;NA;NA;NA;NA;E;NA;NA;NA;Sehrowbach;NA;NA;54.38206;13.26724;6;1175;0.5;TRUE;NA;Tag removed and replaced by 20526 on 9th April 2021;NA;NA;NA;NA;BODDENHECHT
459;449;NA;NA;BH-90558;2020-03-24;30064;30078;NA;2;NA;FALSE;NA;Mark;FALSE;711;674;634;NA;NA;61;2894;m;NA;ripe;NA;NA;NA;NA;TR;NA;NA;1;0;1;1;0;0;NA;0;NA;Round 1;1;NA;NA;NA;Czapla;NA;NA;NA;NA;NA;NA;NA;E;NA;NA;NA;Sehrowbach;NA;NA;54.38206;13.26724;6;1175;0.5;TRUE;NA;NA;NA;NA;NA;NA;BODDENHECHT
